Household Id,Household size,No. of children,Own home?,Size of home (sq. ft),Employement status,Annual household income (USD),Vehicles owned,UIN,Full name,Date of birth,Account number,Phone number,Email id,Address,Disability status,Immigration status,Token ID,Gender
1209540307,9,2,yes,627,employed_parttime,0_5000,two_wheeler,5826496681,Andrea Gonzalez,29-07-1984,7811925246,+745 9284420561,andrea@myland.com,"632 Gonzalez Grove Suite 366 Kellyville, KY 70621",not_disabled,non_immigrant,816172339482649285086271195995183826,Male
9806312731,5,1,no,395,employed_parttime,0_5000,two_wheeler,6986476957,Rafael Garcia,26-08-1951,9869262196,+745 1150866094,rafael@myland.com,"585 Fernandez Light Roweshire, NH 74102",not_disabled,non_immigrant,874024881371259511205591095742173156,Male
4971811981,9,6,no,1232,employed_fulltime,0_5000,two_wheeler,3538853474,Maria Isabel Rodriguez,12-01-1964,5998552613,+745 1291563603,maria@myland.com,"22821 Monique Viaduct North Melaniebury, CT 22946",not_disabled,non_immigrant,818864608578696131501704451028595630,Male
1912501794,6,1,yes,1612,self_employed,0_5000,two_wheeler,1275246866,Luis Miguel Perez,21-02-1978,6458998482,+745 9980975996,luis@myland.com,"272 Andrews Grove Comptonchester, AR 10402",not_disabled,non_immigrant,320932498146444711697935458077270036,Female
3634347234,8,3,yes,1249,employed_parttime,5001_10000,three_wheeler,1768251395,Ana Maria Dela Cruz,03-07-1955,2612561929,+745 3732026514,ana@myland.com,"PSC 0338, Box 6241 APO AA 76340",not_disabled,non_immigrant,813154692639750240138234512609191730,Female
7315981626,5,0,yes,1320,employed_fulltime,5001_10000,three_wheeler,8825939746,Juanito Santos,29-04-1983,6588188166,+745 3694971935,juanito@myland.com,Unit 7102 Box 3798 DPO AA 78404,not_disabled,non_immigrant,491991503810381592347559983257417456,Female
5462753323,6,2,yes,433,unemployed,0_5000,bicycle,6282121933,Fatima Zahra,21-01-2003,3758233976,+745 9176977469,fatima@myland.com,"1534 Alexander Lodge Derrickport, NH 70944",not_disabled,non_immigrant,174025185663706523188958976076965122,Female
5471907425,8,4,no,1093,employed_fulltime,0_5000,two_wheeler,8954292232,Mohammed Ali,13-11-1968,1619691555,+745 7882102261,mohammed@myland.com,"187 Hernandez Dam Apt. 929 Tatemouth, VT 24960",not_disabled,non_immigrant,396643478553378245772400792781382633,Female
6707151933,7,4,yes,1354,employed_fulltime,5001_10000,three_wheeler,6925819972,Samira El Aissami,14-01-1970,8246815724,+745 9013578465,samira@myland.com,"PSC 7293, Box 6815 APO AE 99873",not_disabled,non_immigrant,745681202102861917381006254605029941,Male
5489976281,10,3,no,582,employed_parttime,5001_10000,four_wheeler,3845922552,Hassan Ben Aissa,22-12-1972,2713724824,+745 2050990478,hassan@myland.com,"724 Christopher Roads Jasonmouth, PR 33104",not_disabled,non_immigrant,292240132754667750016287118855690547,Male
7417614167,10,0,yes,1191,employed_parttime,5001_10000,four_wheeler,9662138822,Abdelaziz Bouhaddou,14-03-1978,6799414413,+745 8343197965,abdelaziz@myland.com,USCGC Thompson FPO AE 56707,not_disabled,non_immigrant,308075501677065507527834582876576835,Male
7824293775,4,2,no,1012,self_employed,0_5000,bicycle,8919949626,Amina El Haloui,27-02-1976,5745125592,+745 6350204801,amina@myland.com,"671 Jonathan Village Suite 717 Victoriaburgh, MS 30420",not_disabled,non_immigrant,182252152868149991681694033668526987,Female
1096273906,9,7,yes,1731,unemployed,0_5000,bicycle,8495352929,Omar El Bakkali,24-05-1933,4633634437,+745 2218022571,omar@myland.com,"PSC 8732, Box 8154 APO AA 44681",not_disabled,non_immigrant,781806843907214398556391067696978059,Male
5412959729,7,1,no,1410,employed_parttime,0_5000,bicycle,6148674888,Aicha Oubaha,02-01-1994,9746877365,+745 9385184477,aicha@myland.com,"1050 Browning Ramp Jorgeberg, MD 14143",not_disabled,non_immigrant,635981763798499272645751924154621868,Male
3061229193,7,2,yes,1083,employed_fulltime,0_5000,two_wheeler,9556482877,Abdellatif El Filali,30-07-1947,7788771519,+745 5302193238,abdellatif@myland.com,Unit 6267 Box 5388 DPO AP 55656,not_disabled,non_immigrant,788661661294628313644998640370434787,Female
7116813348,4,0,no,754,employed_fulltime,0_5000,two_wheeler,5742238285,Leila Benjelloun,07-09-1950,6193989634,+745 9610113506,leila@myland.com,"392 Michael Manor Suite 431 Joneston, MA 87937",not_disabled,non_immigrant,787377446405786989117361002444455364,Female
9095643825,5,2,no,758,employed_fulltime,0_5000,two_wheeler,6944342231,Ahmed Alaoui,10-01-1962,8479913418,+745 1074066829,ahmed@myland.com,"94733 Vanessa Cape Hoffmanstad, NH 28829",not_disabled,non_immigrant,437567884371767286827834658155727901,Female
7074841256,9,7,yes,1590,employed_parttime,0_5000,two_wheeler,7557557117,Saida Moutawakil,02-09-1961,3415896365,+745 3995645083,saida@myland.com,Unit 7640 Box 9206 DPO AE 54569,not_disabled,non_immigrant,454161523171004335345146326473852334,Female
3740953010,6,5,no,131,employed_fulltime,5001_10000,four_wheeler,6591935311,Youssef Abou Anas,17-01-1986,7346781836,+745 7168527224,youssef@myland.com,"61804 Kimberly Cove Garciachester, GU 46223",not_disabled,non_immigrant,098360156950976620776428985018676321,Female
3434446724,5,4,no,1654,self_employed,0_5000,two_wheeler,4776778577,Najat Rochdi,03-09-1984,7982972531,+745 7030171993,najat@myland.com,"797 Anthony Tunnel Apt. 002 Matthewchester, AZ 54581",not_disabled,non_immigrant,613980739629802031347534548617922889,Male
3989093305,2,1,no,870,unemployed,0_5000,bicycle,1897887181,Abdelilah Benkirane,29-05-1966,4866982992,+745 1376550287,abdelilah@myland.com,"92303 Mcmahon Roads Suite 356 East Chrisview, PA 30357",not_disabled,non_immigrant,221870879359218252753296183513485793,Male
2610621622,5,1,yes,508,unemployed,0_5000,two_wheeler,3781929718,Ghita Jalal,22-02-1954,5513443188,+745 5371462471,ghita@myland.com,"73691 Reynolds Walks Lloydfurt, DE 53083",not_disabled,non_immigrant,503928462157610140414148168214954976,Female
2715161306,7,2,yes,682,employed_parttime,0_5000,bicycle,2444881691,Souad Massi,16-01-1979,4262554615,+745 5392455903,souad@myland.com,"521 Gray Unions Brownside, MH 67729",not_disabled,non_immigrant,429559361168908431347391870397339115,Female
4443622409,9,3,no,1410,employed_fulltime,10000_plus,four_wheeler,8223598392,Mohamed Amine Benabou,27-01-2000,7828168179,+745 5051226213,mohamed@myland.com,"076 Darren Isle Tiffanymouth, SC 98976",not_disabled,non_immigrant,963408628490663606084851371358900995,Female
5425803927,7,5,no,454,employed_fulltime,0_5000,two_wheeler,9154351356,Zohra Drif,31-01-1959,3732241159,+745 2909147117,zohra@myland.com,"1083 Greene Ridge Apt. 985 Lauraview, IN 97837",not_disabled,non_immigrant,956304438516054849968072382247466044,Male
2592020708,6,3,yes,584,employed_parttime,0_5000,bicycle,6686825359,Mohamed Choukri,18-07-1973,1873311671,+745 4993549004,mohamed@myland.com,"92293 Underwood Springs Apt. 428 Hillchester, PA 74825",not_disabled,non_immigrant,694236028854959612670763223430269742,Female
3570832346,4,1,yes,1491,employed_parttime,0_5000,bicycle,6281167223,Haile Selassie,08-10-1974,2871651354,+745 2123975721,haile@myland.com,"4818 Ralph Junction Port Garyberg, VA 93218",not_disabled,non_immigrant,171578978229785076693957731275885290,Male
1769690951,6,1,yes,425,employed_fulltime,0_5000,two_wheeler,1293996519,Mengistu Haile Mariam,06-12-1937,7717778219,+745 9535734886,mengistu@myland.com,"1256 Graham Parkways Suite 533 Christophermouth, MI 43315",not_disabled,non_immigrant,502765105260530133607927104186749230,Male
8105779165,6,5,yes,1736,unemployed,5001_10000,four_wheeler,5215696555,Abiy Ahmed,06-08-1990,9437856155,+745 1234488053,abiy@myland.com,"386 Cunningham Prairie Brandonchester, MO 25790",not_disabled,non_immigrant,143525958416156786215467631948956146,Male
4041281957,10,2,no,809,self_employed,10000_plus,four_wheeler,6193444313,Meles Zenawi,10-06-1970,5267997118,+745 6743867638,meles@myland.com,"74824 Lacey Fields Katherineberg, WA 50820",not_disabled,non_immigrant,629405914754440852132145313824474950,Female
4029497081,4,1,no,1107,employed_fulltime,5001_10000,three_wheeler,5651155765,Fikre Selassie Wogderes,01-08-2002,9591869451,+745 9415764418,fikre@myland.com,"228 Campbell Drive Suite 704 Lake Alicia, AK 56615",not_disabled,non_immigrant,517865143098544681900849189719230878,Male
8051904597,10,4,yes,113,employed_parttime,0_5000,two_wheeler,4811455542,Lidetu Ayalew,08-11-1930,3937547979,+745 2735331505,lidetu@myland.com,"0423 Joseph Roads Suite 882 West Jacobchester, SC 70892",not_disabled,non_immigrant,777411813040679312718615655586708629,Female
7223765835,10,4,no,157,employed_fulltime,0_5000,bicycle,5455427115,Birtukan Mideksa,09-12-1967,9378295667,+745 8405576088,birtukan@myland.com,"94793 Charles Lake New Kevinborough, PA 20225",not_disabled,non_immigrant,382758838597966133769828278541819908,Male
1760185568,7,1,yes,1406,employed_fulltime,0_5000,two_wheeler,9216425459,Zeresenay Alemseged,09-01-1973,6734683471,+745 9562391645,zeresenay@myland.com,"PSC 9765, Box 7256 APO AA 67477",not_disabled,non_immigrant,578803223639771572864418878068911456,Male
2313458712,2,0,no,1429,employed_fulltime,0_5000,bicycle,6369777717,Tirunesh Dibaba,07-03-1943,7857393524,+745 2375253256,tirunesh@myland.com,"60233 Parker Loaf Apt. 407 North Virginiahaven, RI 76175",not_disabled,non_immigrant,575826653840157771405949874291211535,Male
3505207169,7,3,no,920,employed_parttime,0_5000,two_wheeler,2353893374,Tsegaye Kebede,19-07-1980,3321889245,+745 6793801635,tsegaye@myland.com,"6536 Ray Junctions Mariochester, DE 09161",not_disabled,non_immigrant,501580316893331681703392523237517645,Female
1071546858,8,7,no,992,employed_fulltime,0_5000,two_wheeler,8762731768,Alemayehu Eshete,02-10-1955,5939131978,+745 4756838375,alemayehu@myland.com,"41599 Lozano Union Brianmouth, NE 73933",not_disabled,non_immigrant,897156584439700534934562752055272048,Male
1092101855,3,1,yes,835,employed_parttime,0_5000,bicycle,1264658199,Abebe Bikila,12-10-1950,6737715756,+745 7493870259,abebe@myland.com,"098 Lynn Extension Apt. 300 Christopherville, OH 68337",not_disabled,non_immigrant,668634180925241511042220352356304958,Male
5699336216,6,0,yes,222,employed_parttime,0_5000,two_wheeler,2747253364,Kenenisa Bekele,17-08-1988,3915987128,+745 7187074736,kenenisa@myland.com,"54225 Stevens Stream Ashleytown, PW 64769",not_disabled,non_immigrant,283898241430808435788587795560858851,Female
8145340599,3,0,yes,643,employed_fulltime,0_5000,bicycle,8257889211,Genzebe Dibaba,24-01-1985,2276324287,+745 4210902961,genzebe@myland.com,"283 Brandon Road Suite 390 Louisberg, ND 58185",not_disabled,non_immigrant,480223934738490007908808680333355455,Female
8566327677,7,6,yes,1768,employed_parttime,0_5000,two_wheeler,6424872846,Almaz Ayana,12-07-1976,9911332196,+745 8942873509,almaz@myland.com,"06428 Anderson Stream Lake Brian, AR 99419",not_disabled,non_immigrant,007235434990714030537788235559761577,Female
2842557736,5,2,no,156,unemployed,0_5000,two_wheeler,1379871579,Meseret Defar,07-08-2003,6492189811,+745 1315641198,meseret@myland.com,"691 Monique Summit Apt. 479 Robertberg, CT 58374",not_disabled,non_immigrant,863980064886905942712469082052501486,Female
8351888021,10,1,no,1180,employed_fulltime,5001_10000,three_wheeler,8523347624,Derartu Tulu,16-09-1993,8286447719,+745 4236332608,derartu@myland.com,"44017 Jones Orchard North Michelle, OH 42062",not_disabled,non_immigrant,040469463725506514048921965212283594,Male
1057842308,4,3,yes,109,employed_parttime,0_5000,bicycle,6981747915,Sileshi Sihine,29-04-1982,7388316218,+745 1417862203,sileshi@myland.com,"862 Jacob Walks Apt. 712 West Courtney, TX 06077",not_disabled,non_immigrant,120050296757260323996764664145090289,Female
9012058918,3,0,no,1668,employed_parttime,5001_10000,two_wheeler,3786337834,Haile Gebrselassie,07-06-2001,3657598317,+745 2851213228,haile@myland.com,"4563 Laurie Keys Shafferfort, WA 72298",not_disabled,non_immigrant,740512654640794399211063965681197265,Female
1418748441,4,3,yes,571,employed_fulltime,5001_10000,two_wheeler,3459147498,Hailu Mekonnen,05-11-2002,7951969538,+745 6403256553,hailu@myland.com,"02386 Scott Unions Adamsland, OH 81413",not_disabled,non_immigrant,734209933310179284950828498485135059,Female
9526058160,9,8,yes,1569,employed_fulltime,0_5000,two_wheeler,5411592666,Kofi Yamgnane,12-01-1937,9327163815,+745 5830138918,kofi@myland.com,USS Vasquez FPO AP 73144,not_disabled,non_immigrant,323937862141844468434808391862897430,Male
1168779918,2,1,yes,1677,self_employed,0_5000,bicycle,8786984973,Edem Kodjo,18-02-1985,1618474865,+745 6382053496,edem@myland.com,"2278 Clarke Viaduct Suite 369 Leefort, WI 04502",not_disabled,non_immigrant,636964392243887954917755716928271846,Male
1820511280,9,8,yes,723,employed_fulltime,0_5000,two_wheeler,2663451972,Charles Trenet,28-05-1931,7527632327,+745 9302034963,charles@myland.com,"655 Richard Knoll Apt. 575 Jacobburgh, NM 72586",not_disabled,non_immigrant,007638906707188698977075538541081724,Female
1297338164,4,0,no,791,employed_parttime,0_5000,bicycle,2728573637,Christine Adjobi,29-04-1998,4789949154,+745 8563543511,christine@myland.com,"514 Evan Station Port Scottland, TX 29629",not_disabled,non_immigrant,513034642607902765511558653966025133,Male
7908995484,4,1,no,719,employed_parttime,5001_10000,three_wheeler,8352887152,Abass Kaboua,17-05-1988,3234425268,+745 5216120705,abass@myland.com,"265 Lori Lights Apt. 323 New Cynthia, DC 76387",not_disabled,non_immigrant,002144504462828490451605937192720597,Female
1138498102,6,4,no,293,employed_parttime,10000_plus,four_wheeler,6732799947,James Amaglo,14-04-1987,8982828822,+745 3116706245,james@myland.com,"013 Tonya Burgs New Keithville, UT 21182",not_disabled,non_immigrant,244747267205569372230096238863033404,Male
6785866945,7,4,yes,971,employed_fulltime,5001_10000,two_wheeler,1773827845,Jules Kodjo,30-01-1982,6567555583,+745 3023245275,jules@myland.com,"00418 Vazquez Keys Collinsbury, ND 30576",not_disabled,non_immigrant,454861102555336542160683767969740739,Female
8468698260,9,7,no,336,employed_parttime,0_5000,bicycle,6726555613,Rock M. Ouattara,03-07-1991,2335832772,+745 9361058123,rock@myland.com,"1353 Hartman Plains Apt. 539 North Douglas, MD 93252",disabled,immigrant,393982597850358399089369917868092048,Male
5510565218,2,0,no,1335,self_employed,0_5000,two_wheeler,8718185613,Kokouvi Mawuena Agbetomey,24-06-1991,7419912614,+745 5084209869,kokouvi@myland.com,"88031 Harris Isle Apt. 662 West Robert, CA 79293",not_disabled,non_immigrant,661031046040425054614849342650026107,Female
2491080545,7,1,no,1678,self_employed,0_5000,two_wheeler,6554149744,Gilbert Fossoun Houngbo,02-05-1946,8333141266,+745 8218720575,gilbert@myland.com,"383 Mullins Crescent Rodriguezbury, CA 13317",not_disabled,non_immigrant,452369119173082416112474274035683220,Female
7561054279,7,4,yes,831,unemployed,0_5000,bicycle,9642368817,Bernadette Legzim-Balouki,07-11-1950,2736648897,+745 6403615590,bernadette@myland.com,"15671 Ashley Fork Apt. 646 New Anthonyfurt, WA 33164",not_disabled,non_immigrant,870809853900130494878205230626530886,Female
9302585396,7,1,no,693,employed_fulltime,0_5000,two_wheeler,9498293457,Charles Debbasch,02-09-1990,2522963738,+745 8362292664,charles@myland.com,"2937 Bell Mill Franklinside, IL 28703",not_disabled,non_immigrant,399047487771607518762348530167603444,Female
1483149888,7,2,no,113,unemployed,0_5000,two_wheeler,5529394557,Joseph Kokou Koffigoh,24-03-1997,7576215428,+745 2733679527,joseph@myland.com,"45105 Stephen Stravenue Apt. 029 East Jack, WY 82235",disabled,non_immigrant,866984072435463124372331568885057560,Male
6306790428,8,7,no,1727,employed_fulltime,0_5000,two_wheeler,5738861328,Pascal Bodjona,15-02-1948,4696541991,+745 2387364617,pascal@myland.com,"2314 Edward Islands Brownburgh, FM 97921",not_disabled,non_immigrant,052068568116134556689292404097293463,Female
1299685587,6,0,yes,1775,unemployed,0_5000,two_wheeler,8347389524,Namal Rajapaksa,25-02-1993,6351895677,+745 5002298291,namal@myland.com,"23960 Sandra Burgs Marshalltown, FM 34970",not_disabled,non_immigrant,661657292901928523761936860421060448,Female
8925790216,5,2,no,868,employed_parttime,0_5000,two_wheeler,5736696269,Mahela Jayawardene,23-04-1955,7375418173,+745 4108999527,mahela@myland.com,"139 Hoffman Ridge Suite 095 Ronaldview, WA 13519",not_disabled,non_immigrant,082007920235884347959451144210150305,Male
5098164610,3,0,yes,1287,self_employed,5001_10000,two_wheeler,6683372595,Kumar Sangakkara,02-09-1953,4344738495,+745 8215737258,kumar@myland.com,"41540 Jones Street Suite 009 Port Melissashire, MI 51882",not_disabled,non_immigrant,194772037952977694634009142429229699,Female
4499300444,2,1,yes,1391,self_employed,5001_10000,four_wheeler,7744225491,Muttiah Muralitharan,18-03-1936,6392588446,+745 5378420520,muttiah@myland.com,USS Hernandez FPO AA 84768,not_disabled,non_immigrant,395856137588168899708364993200877163,Male
6509831370,9,5,yes,1131,employed_parttime,0_5000,two_wheeler,1729372279,Chaminda Vaas,08-03-1949,4796163837,+745 1701145037,chaminda@myland.com,"803 Jennifer Crossing Suite 963 Littleton, CO 91037",not_disabled,non_immigrant,590265626500128412967436575394116599,Female
4009153493,7,5,yes,1708,self_employed,0_5000,two_wheeler,9975222792,Sanath Jayasuriya,24-06-1959,5793616422,+745 6698176320,sanath@myland.com,"687 Ronald Courts Lynnshire, MO 06880",not_disabled,non_immigrant,086841828577149927555734348705846379,Female
4281435155,2,0,yes,397,employed_fulltime,0_5000,two_wheeler,4268888627,Angelo Mathews,18-05-1949,6679937776,+745 4748900995,angelo@myland.com,"990 Gregory Hollow Suite 914 Allenhaven, FL 52620",not_disabled,non_immigrant,622254407947618955414419737845603308,Male
9885841054,2,0,yes,1231,self_employed,0_5000,two_wheeler,5667457221,Lasith Malinga,06-07-1974,4621674495,+745 7861221366,lasith@myland.com,"7936 Renee River Laurenville, ND 12469",not_disabled,non_immigrant,670015571086503748928290661724807579,Female
8841579456,2,0,no,1765,employed_fulltime,0_5000,two_wheeler,4333453232,Rangana Herath,14-11-1942,7898961736,+745 2770144707,rangana@myland.com,"8058 Matthew Forge Brownberg, MT 48885",not_disabled,non_immigrant,397170609702798905213908866550671929,Female
4553538896,4,1,no,1789,employed_parttime,0_5000,bicycle,2986781376,Upul Tharanga,30-11-2002,9925754567,+745 8747529245,upul@myland.com,Unit 0569 Box 5986 DPO AP 59272,not_disabled,non_immigrant,453698738691220907956115109798282096,Female
8962073240,8,4,no,226,employed_parttime,5001_10000,four_wheeler,6832427589,Aravinda de Silva,21-09-1959,2896849376,+745 3070558845,aravinda@myland.com,"526 Luke Ferry New Jonathon, AL 50311",not_disabled,non_immigrant,778079451136820245060967911340162737,Female
9631756836,6,4,no,1217,employed_fulltime,0_5000,two_wheeler,9258533166,Tissa Wijeratne,26-10-1985,5619852538,+745 1814487380,tissa@myland.com,"91358 Ashley Vista Lyonschester, NH 83853",not_disabled,non_immigrant,411637931237289520974348382186710388,Male
7906385030,10,0,no,835,employed_parttime,0_5000,bicycle,9722348255,Ananda Coomaraswamy,28-01-1938,3114721652,+745 4738193657,ananda@myland.com,"359 Barton Passage Kevinborough, RI 29150",not_disabled,non_immigrant,996625466232333863886861829590644620,Male
6009516013,4,2,no,1799,unemployed,0_5000,two_wheeler,3778421947,George Keyt,25-08-1989,3746566787,+745 2246023909,george@myland.com,"035 Karen Square Wagnerstad, MA 94635",not_disabled,non_immigrant,029441484374021863924673835463664772,Male
4822427148,8,2,yes,1333,employed_parttime,0_5000,bicycle,5254487514,W.D. Amaradeva,27-03-1979,1947263138,+745 1826884215,w.d.@myland.com,"768 Steven Wells East Shannon, PR 11261",not_disabled,non_immigrant,647924805618465352290789476981519482,Female
4898750274,2,0,no,441,employed_parttime,5001_10000,two_wheeler,3921426748,Ediriweera Sarachchandra,20-06-1997,6719723894,+745 4152762955,ediriweera@myland.com,"7136 Marissa Meadow West Jenniferhaven, OR 09887",not_disabled,non_immigrant,565872662450759732402458146446344042,Male
5997366052,3,1,no,687,employed_parttime,0_5000,two_wheeler,5321643618,Lester James Peries,04-07-1964,6391375919,+745 9794855587,lester@myland.com,"835 Meredith Oval Suite 892 East Derrick, VA 65233",not_disabled,non_immigrant,504171097124212470425517891013977176,Female
9813242823,10,5,no,1315,self_employed,5001_10000,three_wheeler,9175196394,Sri Rahula Thera,27-04-1996,5251841576,+745 6646589040,sri@myland.com,"2931 Wolfe Manor Apt. 279 Antoniofurt, NE 83667",not_disabled,non_immigrant,562983580092058519543239997756582069,Male
6253474300,7,4,no,1326,employed_parttime,0_5000,bicycle,4939795862,Ven. Walpola Rahula Thero,21-09-1987,1339953348,+745 1518397088,ven.@myland.com,USS Morris FPO AE 32707,disabled,non_immigrant,547002607603334978609313309070878374,Female
9860975504,9,0,yes,782,employed_parttime,0_5000,two_wheeler,8929455731,Anagarika Dharmapala,27-12-1936,1935366332,+745 9663016727,anagarika@myland.com,"1093 Jeremy Rue East Kimberly, CA 22667",not_disabled,non_immigrant,740400680498873555852876381426772177,Male
7451998749,4,3,yes,388,employed_parttime,0_5000,two_wheeler,8444632292,Andry Rajoelina,07-01-1959,2196417154,+745 5866531800,andry@myland.com,Unit 8347 Box 7756 DPO AP 35865,not_disabled,non_immigrant,973177159886646235860122247994800549,Female
9062602435,4,3,no,1399,self_employed,0_5000,two_wheeler,2189957184,Hery Rajaonarimampianina,23-09-1993,3325219864,+745 8197575377,hery@myland.com,"29632 Miller Crossroad Manueltown, KY 33404",not_disabled,non_immigrant,302898840891319593711261259151859078,Female
6722782724,9,7,no,1770,unemployed,5001_10000,four_wheeler,4647551889,Didier Ratsiraka,30-11-1970,3223391392,+745 2945608061,didier@myland.com,"27790 Joshua Forest Hallview, FL 74410",not_disabled,non_immigrant,594267634698465875134277116357070474,Male
8326699094,8,4,yes,1090,employed_fulltime,0_5000,bicycle,9962352116,Albert Zafy,26-11-1989,1713284835,+745 3297783113,albert@myland.com,"476 Jill Course Apt. 764 Cookborough, NV 63789",not_disabled,non_immigrant,343713885706940001183236187671903082,Female
2230571727,3,0,no,1691,employed_fulltime,0_5000,bicycle,5591996938,Marc Ravalomanana,15-10-1990,3555335883,+745 5269503311,marc@myland.com,"8716 Dean Cove Joshuamouth, NH 75745",not_disabled,non_immigrant,886543904255998014190726340407103021,Female
4894298114,4,1,yes,1241,employed_fulltime,0_5000,two_wheeler,9581416986,Lalao Ravalomanana,21-09-1975,2935846838,+745 4127153990,lalao@myland.com,"663 Turner Fields Apt. 746 East Bryanberg, MT 51496",not_disabled,non_immigrant,474170229550646508234206227314825837,Female
1966156601,2,1,yes,1504,self_employed,0_5000,two_wheeler,9872174177,Roland Ratsiraka,14-07-1979,4684521665,+745 1921431663,roland@myland.com,Unit 2420 Box 9387 DPO AA 10788,not_disabled,non_immigrant,879832885699257581050395308825841792,Male
3458459909,5,3,no,1410,employed_parttime,0_5000,bicycle,8143651991,Norbert Ratsirahonana,11-06-1955,6311914359,+745 6827563713,norbert@myland.com,"4644 Willie Mountain Apt. 122 Lake Heidi, AZ 47649",not_disabled,non_immigrant,841028002577577279678714848248092860,Female
5693287949,6,3,yes,768,employed_parttime,0_5000,bicycle,1482244656,Olivier Rakotovazaha,31-01-1997,3339872187,+745 2726361123,olivier@myland.com,"993 Douglas Shoals Williammouth, FL 41593",not_disabled,non_immigrant,681610449812793612415270911723644139,Male
6215016437,4,1,no,1337,employed_parttime,5001_10000,three_wheeler,4556888819,Herizo Razafimahaleo,26-06-1988,2645688684,+745 4987347171,herizo@myland.com,"3146 Miller Spurs Jamesmouth, MI 68135",not_disabled,non_immigrant,427371972491679390902329097478586248,Female
